Contest,Candidate Issue,Party,Precinct Name,Total Votes,% of Total Votes
District Court of Appeal - Makar,Yes,NON,Precinct 47,538,60.04
District Court of Appeal - Makar,Yes,NON,Precinct 48,568,56.29
District Court of Appeal - Makar,Yes,NON,Precinct 49,750,63.29
District Court of Appeal - Makar,Yes,NON,Precinct 50,278,66.51
District Court of Appeal - Makar,Yes,NON,Precinct 51,1581,67.08
District Court of Appeal - Makar,Yes,NON,Precinct 54,1080,68.57
District Court of Appeal - Makar,Yes,NON,Precinct 55,1133,70.20
District Court of Appeal - Makar,Yes,NON,Precinct 56,835,61.08
District Court of Appeal - Makar,Yes,NON,Precinct 58,525,68.72
District Court of Appeal - Makar,Yes,NON,Precinct 60,369,57.30
District Court of Appeal - Makar,Yes,NON,Precinct 61,1273,67.50
District Court of Appeal - Makar,Yes,NON,Precinct 62,1455,64.44
District Court of Appeal - Makar,Yes,NON,Precinct 63,358,50.64
District Court of Appeal - Makar,Yes,NON,Precinct 64,1369,69.70
District Court of Appeal - Makar,Yes,NON,Precinct 67,3227,76.74
District Court of Appeal - Makar,Yes,NON,Precinct 68,1121,69.50
District Court of Appeal - Makar,Yes,NON,Precinct 69,2123,64.67
District Court of Appeal - Makar,Yes,NON,Precinct 70,1208,61.73
District Court of Appeal - Makar,Yes,NON,Precinct 71,759,62.73
District Court of Appeal - Makar,Yes,NON,Precinct 72,435,68.50
District Court of Appeal - Makar,Yes,NON,Precinct 73,2061,72.39
District Court of Appeal - Makar,Yes,NON,Precinct 74,2901,70.09
District Court of Appeal - Makar,Yes,NON,Precinct 75,1847,67.51
District Court of Appeal - Makar,Yes,NON,Precinct 77,857,64.68
District Court of Appeal - Makar,Yes,NON,Precinct 80,514,66.41
District Court of Appeal - Makar,Yes,NON,Precinct 82,391,63.37
District Court of Appeal - Makar,Yes,NON,Precinct 83,1098,69.32
District Court of Appeal - Makar,Yes,NON,Precinct 86,1426,68.99
District Court of Appeal - Makar,Yes,NON,Precinct 88,925,71.98
District Court of Appeal - Makar,Yes,NON,Precinct 90,575,59.59
District Court of Appeal - Makar,Yes,NON,Precinct 91,2736,68.26
District Court of Appeal - Makar,Yes,NON,Precinct 94,1524,73.48
District Court of Appeal - Makar,Yes,NON,Precinct 95,1114,73.43
District Court of Appeal - Makar,Yes,NON,Precinct 97,874,67.59
District Court of Appeal - Makar,Yes,NON,Precinct 98,1165,51.55
District Court of Appeal - Makar,Yes,NON,Precinct 99,751,68.96
District Court of Appeal - Makar,Yes,NON,Precinct 101,1095,68.44
District Court of Appeal - Makar,Yes,NON,Precinct 102,1270,69.78
District Court of Appeal - Makar,Yes,NON,Precinct 103,891,59.96
District Court of Appeal - Makar,Yes,NON,Precinct 104,921,62.40
District Court of Appeal - Makar,Yes,NON,Precinct 105,2559,76.55
District Court of Appeal - Makar,Yes,NON,Precinct 106,960,66.16
District Court of Appeal - Makar,Yes,NON,Precinct 107,2010,67.77
District Court of Appeal - Makar,Yes,NON,Precinct 108,1715,66.45
District Court of Appeal - Makar,Yes,NON,Precinct 110,1079,87.23
District Court of Appeal - Makar,Yes,NON,Precinct 111,1567,67.63
District Court of Appeal - Makar,Yes,NON,Precinct 112,3286,69.00
District Court of Appeal - Makar,Yes,NON,Precinct 113,612,66.45
District Court of Appeal - Makar,Yes,NON,Precinct 114,1532,72.37
District Court of Appeal - Makar,No,NON,Precinct 1,899,26.92
District Court of Appeal - Makar,No,NON,Precinct 3,824,33.03
District Court of Appeal - Makar,No,NON,Precinct 5,678,30.32
District Court of Appeal - Makar,No,NON,Precinct 6,385,30.78
District Court of Appeal - Makar,No,NON,Precinct 7,1300,28.32
District Court of Appeal - Makar,No,NON,Precinct 11,223,27.16
District Court of Appeal - Makar,No,NON,Precinct 14,589,43.31
District Court of Appeal - Makar,No,NON,Precinct 15,339,22.86
District Court of Appeal - Makar,No,NON,Precinct 18,116,27.49
District Court of Appeal - Makar,No,NON,Precinct 19,884,28.91
District Court of Appeal - Makar,No,NON,Precinct 21,752,34.01
District Court of Appeal - Makar,No,NON,Precinct 22,263,36.63
District Court of Appeal - Makar,No,NON,Precinct 23,171,29.28
District Court of Appeal - Makar,No,NON,Precinct 24,788,31.75
District Court of Appeal - Makar,No,NON,Precinct 25,270,29.44
District Court of Appeal - Makar,No,NON,Precinct 26,1390,32.01
District Court of Appeal - Makar,No,NON,Precinct 28,769,44.97
District Court of Appeal - Makar,No,NON,Precinct 29,465,37.99
District Court of Appeal - Makar,No,NON,Precinct 30,545,29.90
District Court of Appeal - Makar,No,NON,Precinct 31,587,43.19
District Court of Appeal - Makar,No,NON,Precinct 32,145,34.77
District Court of Appeal - Makar,No,NON,Precinct 33,267,30.00
District Court of Appeal - Makar,No,NON,Precinct 34,687,42.46
District Court of Appeal - Makar,No,NON,Precinct 35,529,33.19
District Court of Appeal - Makar,No,NON,Precinct 36,781,33.33
District Court of Appeal - Makar,No,NON,Precinct 38,819,28.45
District Court of Appeal - Makar,No,NON,Precinct 40,356,28.90
District Court of Appeal - Makar,No,NON,Precinct 41,555,32.98
District Court of Appeal - Makar,No,NON,Precinct 42,549,26.19
District Court of Appeal - Makar,No,NON,Precinct 43,1075,26.12
District Court of Appeal - Makar,No,NON,Precinct 46,523,27.64
District Court of Appeal - Makar,No,NON,Precinct 47,358,39.96
District Court of Appeal - Makar,No,NON,Precinct 48,441,43.71
District Court of Appeal - Makar,No,NON,Precinct 49,435,36.71
District Court of Appeal - Makar,No,NON,Precinct 50,140,33.49
District Court of Appeal - Makar,No,NON,Precinct 51,776,32.92
District Court of Appeal - Makar,No,NON,Precinct 54,495,31.43
District Court of Appeal - Makar,No,NON,Precinct 55,481,29.80
District Court of Appeal - Makar,No,NON,Precinct 56,532,38.92
District Court of Appeal - Makar,No,NON,Precinct 58,239,31.28
District Court of Appeal - Makar,No,NON,Precinct 60,275,42.70
District Court of Appeal - Makar,No,NON,Precinct 61,613,32.50
District Court of Appeal - Makar,No,NON,Precinct 62,803,35.56
District Court of Appeal - Makar,No,NON,Precinct 63,349,49.36
District Court of Appeal - Makar,No,NON,Precinct 64,595,30.30
District Court of Appeal - Makar,No,NON,Precinct 67,978,23.26
District Court of Appeal - Makar,No,NON,Precinct 68,492,30.50
District Court of Appeal - Makar,No,NON,Precinct 69,1160,35.33
District Court of Appeal - Makar,No,NON,Precinct 70,749,38.27
District Court of Appeal - Makar,No,NON,Precinct 71,451,37.27
District Court of Appeal - Makar,No,NON,Precinct 72,200,31.50
District Court of Appeal - Makar,No,NON,Precinct 73,786,27.61
District Court of Appeal - Makar,No,NON,Precinct 74,1238,29.91
District Court of Appeal - Makar,No,NON,Precinct 75,889,32.49
District Court of Appeal - Makar,No,NON,Precinct 77,468,35.32
District Court of Appeal - Makar,No,NON,Precinct 80,260,33.59
District Court of Appeal - Makar,No,NON,Precinct 82,226,36.63
District Court of Appeal - Makar,No,NON,Precinct 83,486,30.68
District Court of Appeal - Makar,No,NON,Precinct 86,641,31.01
District Court of Appeal - Makar,No,NON,Precinct 88,360,28.02
District Court of Appeal - Makar,No,NON,Precinct 90,390,40.41
District Court of Appeal - Makar,No,NON,Precinct 91,1272,31.74
District Court of Appeal - Makar,No,NON,Precinct 94,550,26.52
District Court of Appeal - Makar,No,NON,Precinct 95,403,26.57
District Court of Appeal - Makar,No,NON,Precinct 97,419,32.41
District Court of Appeal - Makar,No,NON,Precinct 98,1095,48.45
District Court of Appeal - Makar,No,NON,Precinct 99,338,31.04
District Court of Appeal - Makar,No,NON,Precinct 101,505,31.56
District Court of Appeal - Makar,No,NON,Precinct 102,550,30.22
District Court of Appeal - Makar,No,NON,Precinct 103,595,40.04
District Court of Appeal - Makar,No,NON,Precinct 104,555,37.60
District Court of Appeal - Makar,No,NON,Precinct 105,784,23.45
District Court of Appeal - Makar,No,NON,Precinct 106,491,33.84
District Court of Appeal - Makar,No,NON,Precinct 107,956,32.23
District Court of Appeal - Makar,No,NON,Precinct 108,866,33.55
District Court of Appeal - Makar,No,NON,Precinct 110,158,12.77
District Court of Appeal - Makar,No,NON,Precinct 111,750,32.37
District Court of Appeal - Makar,No,NON,Precinct 112,1476,31.00
District Court of Appeal - Makar,No,NON,Precinct 113,309,33.55
District Court of Appeal - Makar,No,NON,Precinct 114,585,27.63
District Court of Appeal - Nordby,Yes,NON,Precinct 1,2514,75.31
District Court of Appeal - Nordby,Yes,NON,Precinct 3,1719,68.54
District Court of Appeal - Nordby,Yes,NON,Precinct 5,1557,69.66
District Court of Appeal - Nordby,Yes,NON,Precinct 6,860,68.64
District Court of Appeal - Nordby,Yes,NON,Precinct 7,3278,71.40
District Court of Appeal - Nordby,Yes,NON,Precinct 11,596,72.77
District Court of Appeal - Nordby,Yes,NON,Precinct 14,842,61.37
District Court of Appeal - Nordby,Yes,NON,Precinct 15,1148,77.10
District Court of Appeal - Nordby,Yes,NON,Precinct 18,316,74.88
District Court of Appeal - Nordby,Yes,NON,Precinct 19,2191,71.70
District Court of Appeal - Nordby,Yes,NON,Precinct 21,1482,67.06
District Court of Appeal - Nordby,Yes,NON,Precinct 22,461,64.12
District Court of Appeal - Nordby,Yes,NON,Precinct 23,413,70.96
District Court of Appeal - Nordby,Yes,NON,Precinct 24,1708,68.70
District Court of Appeal - Nordby,Yes,NON,Precinct 25,661,71.93
District Court of Appeal - Nordby,Yes,NON,Precinct 26,3011,69.44
District Court of Appeal - Nordby,Yes,NON,Precinct 28,982,57.13
District Court of Appeal - Nordby,Yes,NON,Precinct 29,787,64.77
District Court of Appeal - Nordby,Yes,NON,Precinct 30,1281,70.31
District Court of Appeal - Nordby,Yes,NON,Precinct 31,816,60.40
District Court of Appeal - Nordby,Yes,NON,Precinct 32,285,68.35
District Court of Appeal - Nordby,Yes,NON,Precinct 33,621,69.46
District Court of Appeal - Nordby,Yes,NON,Precinct 34,1008,61.99
District Court of Appeal - Nordby,Yes,NON,Precinct 35,1085,68.32
District Court of Appeal - Nordby,Yes,NON,Precinct 36,1608,68.63
District Court of Appeal - Nordby,Yes,NON,Precinct 38,2117,73.30
District Court of Appeal - Nordby,Yes,NON,Precinct 40,860,69.58
District Court of Appeal - Nordby,Yes,NON,Precinct 41,1125,66.53
District Court of Appeal - Nordby,Yes,NON,Precinct 42,1552,73.69
District Court of Appeal - Nordby,Yes,NON,Precinct 43,3076,74.84
District Court of Appeal - Nordby,Yes,NON,Precinct 46,1352,71.46
District Court of Appeal - Nordby,Yes,NON,Precinct 47,586,64.89
District Court of Appeal - Nordby,Yes,NON,Precinct 48,610,59.86
District Court of Appeal - Nordby,Yes,NON,Precinct 49,786,66.61
District Court of Appeal - Nordby,Yes,NON,Precinct 50,273,64.39
District Court of Appeal - Nordby,Yes,NON,Precinct 51,1613,68.43
District Court of Appeal - Nordby,Yes,NON,Precinct 54,1098,69.58
District Court of Appeal - Nordby,Yes,NON,Precinct 55,1165,72.05
District Court of Appeal - Nordby,Yes,NON,Precinct 56,845,61.95
District Court of Appeal - Nordby,Yes,NON,Precinct 58,529,69.33
District Court of Appeal - Nordby,Yes,NON,Precinct 60,385,59.69
District Court of Appeal - Nordby,Yes,NON,Precinct 61,1305,69.23
District Court of Appeal - Nordby,Yes,NON,Precinct 62,1512,67.05
District Court of Appeal - Nordby,Yes,NON,Precinct 63,374,53.20
District Court of Appeal - Nordby,Yes,NON,Precinct 64,1393,70.93
District Court of Appeal - Nordby,Yes,NON,Precinct 67,3235,76.79
District Court of Appeal - Nordby,Yes,NON,Precinct 68,1134,70.43
District Court of Appeal - Nordby,Yes,NON,Precinct 69,2196,66.87
District Court of Appeal - Nordby,Yes,NON,Precinct 70,1272,65.06
District Court of Appeal - Nordby,Yes,NON,Precinct 71,767,63.44
District Court of Appeal - Nordby,Yes,NON,Precinct 72,434,68.13
District Court of Appeal - Nordby,Yes,NON,Precinct 73,2097,73.58
District Court of Appeal - Nordby,Yes,NON,Precinct 74,2925,70.60
District Court of Appeal - Nordby,Yes,NON,Precinct 75,1895,69.21
District Court of Appeal - Nordby,Yes,NON,Precinct 77,887,66.89
District Court of Appeal - Nordby,Yes,NON,Precinct 80,518,67.19
District Court of Appeal - Nordby,Yes,NON,Precinct 82,403,65.00
District Court of Appeal - Nordby,Yes,NON,Precinct 83,1137,71.87
District Court of Appeal - Nordby,Yes,NON,Precinct 86,1466,70.75
District Court of Appeal - Nordby,Yes,NON,Precinct 88,950,73.87
District Court of Appeal - Nordby,Yes,NON,Precinct 90,579,60.06
District Court of Appeal - Nordby,Yes,NON,Precinct 91,2805,69.88
District Court of Appeal - Nordby,Yes,NON,Precinct 94,1554,74.57
District Court of Appeal - Nordby,Yes,NON,Precinct 95,1102,72.98
District Court of Appeal - Nordby,Yes,NON,Precinct 97,885,68.76
District Court of Appeal - Nordby,Yes,NON,Precinct 98,1244,54.75
District Court of Appeal - Nordby,Yes,NON,Precinct 99,756,69.36
District Court of Appeal - Nordby,Yes,NON,Precinct 101,1111,69.61
District Court of Appeal - Nordby,Yes,NON,Precinct 102,1284,70.51
District Court of Appeal - Nordby,Yes,NON,Precinct 103,960,64.39
District Court of Appeal - Nordby,Yes,NON,Precinct 104,957,64.36
District Court of Appeal - Nordby,Yes,NON,Precinct 105,2562,76.64
District Court of Appeal - Nordby,Yes,NON,Precinct 106,1000,68.87
District Court of Appeal - Nordby,Yes,NON,Precinct 107,2053,69.10
District Court of Appeal - Nordby,Yes,NON,Precinct 108,1768,68.55
District Court of Appeal - Nordby,Yes,NON,Precinct 110,1074,86.96
District Court of Appeal - Nordby,Yes,NON,Precinct 111,1573,67.98
District Court of Appeal - Nordby,Yes,NON,Precinct 112,3380,70.73
District Court of Appeal - Nordby,Yes,NON,Precinct 113,631,68.89
District Court of Appeal - Nordby,Yes,NON,Precinct 114,1537,72.60
District Court of Appeal - Nordby,No,NON,Precinct 1,824,24.69
District Court of Appeal - Nordby,No,NON,Precinct 3,789,31.46
District Court of Appeal - Nordby,No,NON,Precinct 5,678,30.34
District Court of Appeal - Nordby,No,NON,Precinct 6,393,31.36
District Court of Appeal - Nordby,No,NON,Precinct 7,1313,28.60
District Court of Appeal - Nordby,No,NON,Precinct 11,223,27.23
District Court of Appeal - Nordby,No,NON,Precinct 14,530,38.63
District Court of Appeal - Nordby,No,NON,Precinct 15,341,22.90
District Court of Appeal - Nordby,No,NON,Precinct 18,106,25.12
District Court of Appeal - Nordby,No,NON,Precinct 19,865,28.30
District Court of Appeal - Nordby,No,NON,Precinct 21,728,32.94
District Court of Appeal - Nordby,No,NON,Precinct 22,258,35.88
District Court of Appeal - Nordby,No,NON,Precinct 23,169,29.04
District Court of Appeal - Nordby,No,NON,Precinct 24,778,31.30
District Court of Appeal - Nordby,No,NON,Precinct 25,258,28.07
District Court of Appeal - Nordby,No,NON,Precinct 26,1325,30.56
District Court of Appeal - Nordby,No,NON,Precinct 28,737,42.87
District Court of Appeal - Nordby,No,NON,Precinct 29,428,35.23
District Court of Appeal - Nordby,No,NON,Precinct 30,541,29.69
District Court of Appeal - Nordby,No,NON,Precinct 31,535,39.60
District Court of Appeal - Nordby,No,NON,Precinct 32,132,31.65
District Court of Appeal - Nordby,No,NON,Precinct 33,273,30.54
District Court of Appeal - Nordby,No,NON,Precinct 34,618,38.01
District Court of Appeal - Nordby,No,NON,Precinct 35,503,31.68
District Court of Appeal - Nordby,No,NON,Precinct 36,735,31.37
District Court of Appeal - Nordby,No,NON,Precinct 38,771,26.70
District Court of Appeal - Nordby,No,NON,Precinct 40,376,30.42
District Court of Appeal - Nordby,No,NON,Precinct 41,566,33.47
District Court of Appeal - Nordby,No,NON,Precinct 42,554,26.31
District Court of Appeal - Nordby,No,NON,Precinct 43,1034,25.16
District Court of Appeal - Nordby,No,NON,Precinct 46,540,28.54
District Court of Appeal - Nordby,No,NON,Precinct 47,317,35.11
District Court of Appeal - Nordby,No,NON,Precinct 48,409,40.14
District Court of Appeal - Nordby,No,NON,Precinct 49,394,33.39
District Court of Appeal - Nordby,No,NON,Precinct 50,151,35.61
District Court of Appeal - Nordby,No,NON,Precinct 51,744,31.57
District Court of Appeal - Nordby,No,NON,Precinct 54,480,30.42
District Court of Appeal - Nordby,No,NON,Precinct 55,452,27.95
District Court of Appeal - Nordby,No,NON,Precinct 56,519,38.05
District Court of Appeal - Nordby,No,NON,Precinct 58,234,30.67
District Court of Appeal - Nordby,No,NON,Precinct 60,260,40.31
District Court of Appeal - Nordby,No,NON,Precinct 61,580,30.77
District Court of Appeal - Nordby,No,NON,Precinct 62,743,32.95
District Court of Appeal - Nordby,No,NON,Precinct 63,329,46.80
District Court of Appeal - Nordby,No,NON,Precinct 64,571,29.07
District Court of Appeal - Nordby,No,NON,Precinct 67,978,23.21
District Court of Appeal - Nordby,No,NON,Precinct 68,476,29.57
District Court of Appeal - Nordby,No,NON,Precinct 69,1088,33.13
District Court of Appeal - Nordby,No,NON,Precinct 70,683,34.94
District Court of Appeal - Nordby,No,NON,Precinct 71,442,36.56
District Court of Appeal - Nordby,No,NON,Precinct 72,203,31.87
District Court of Appeal - Nordby,No,NON,Precinct 73,753,26.42
District Court of Appeal - Nordby,No,NON,Precinct 74,1218,29.40
District Court of Appeal - Nordby,No,NON,Precinct 75,843,30.79
District Court of Appeal - Nordby,No,NON,Precinct 77,439,33.11
District Court of Appeal - Nordby,No,NON,Precinct 80,253,32.81
District Court of Appeal - Nordby,No,NON,Precinct 82,217,35.00
District Court of Appeal - Nordby,No,NON,Precinct 83,445,28.13
District Court of Appeal - Nordby,No,NON,Precinct 86,606,29.25
District Court of Appeal - Nordby,No,NON,Precinct 88,336,26.13
District Court of Appeal - Nordby,No,NON,Precinct 90,385,39.94
District Court of Appeal - Nordby,No,NON,Precinct 91,1209,30.12
District Court of Appeal - Nordby,No,NON,Precinct 94,530,25.43
District Court of Appeal - Nordby,No,NON,Precinct 95,408,27.02
District Court of Appeal - Nordby,No,NON,Precinct 97,402,31.24
District Court of Appeal - Nordby,No,NON,Precinct 98,1028,45.25
District Court of Appeal - Nordby,No,NON,Precinct 99,334,30.64
District Court of Appeal - Nordby,No,NON,Precinct 101,485,30.39
District Court of Appeal - Nordby,No,NON,Precinct 102,537,29.49
District Court of Appeal - Nordby,No,NON,Precinct 103,531,35.61
District Court of Appeal - Nordby,No,NON,Precinct 104,530,35.64
District Court of Appeal - Nordby,No,NON,Precinct 105,781,23.36
District Court of Appeal - Nordby,No,NON,Precinct 106,452,31.13
District Court of Appeal - Nordby,No,NON,Precinct 107,918,30.90
District Court of Appeal - Nordby,No,NON,Precinct 108,811,31.45
District Court of Appeal - Nordby,No,NON,Precinct 110,161,13.04
District Court of Appeal - Nordby,No,NON,Precinct 111,741,32.02
District Court of Appeal - Nordby,No,NON,Precinct 112,1399,29.27
District Court of Appeal - Nordby,No,NON,Precinct 113,285,31.11
District Court of Appeal - Nordby,No,NON,Precinct 114,580,27.40
District Court of Appeal - Osterhaus,Yes,NON,Precinct 1,2366,70.90
District Court of Appeal - Osterhaus,Yes,NON,Precinct 3,1647,66.01
District Court of Appeal - Osterhaus,Yes,NON,Precinct 5,1530,68.46
District Court of Appeal - Osterhaus,Yes,NON,Precinct 6,860,68.58
